Table 1
age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
23,Male,India,2.1812797797356700,Instagram,3,Education,23.446985700411700,1,9.83229996837535,Low,33.44618512298330
16,Female,USA,5.314962097098420,Snapchat,1,Content Creation,12.036774233601500,1,5.830670301944210,High,53.03756467998810
16,Other,India,2.1150066739705200,YouTube,2,Socializing,23.562574751201200,0,8.412625544650220,Low,32.55356548947280
17,Female,Brazil,4.516699282614520,YouTube,3,Entertainment,27.612613154372700,1,5.350982030942090,Medium,26.179742163495500
18,Female,Canada,3.226870445549490,Instagram,5,Socializing,32.27039561589450,1,8.063059898378490,Medium,34.143993358724400
17,Male,India,6.911418888313530,TikTok,1,Education,5.0,0,3.9794679181373500,High,50.2126390592762
26,Male,Australia,3.7808440409793800,Instagram,3,Education,9.591793980164400,1,8.974846104903300,Medium,9.127017539233660
27,Male,USA,4.210578559296110,TikTok,1,Education,12.944625924785900,0,7.272959741001900,Medium,12.795784272369700
19,Female,India,4.752233818338420,Instagram,3,Entertainment,10.191066034259800,0,7.222917987177680,Medium,33.42937683327040
14,Male,India,3.430032026955450,Twitter,2,Entertainment,17.078094707197800,0,7.413646913888810,Medium,39.97309615399810
19,Male,USA,4.1005105188594600,TikTok,3,Entertainment,26.16507051166170,1,5.872699027650150,Medium,59.66654258629520
22,Female,Germany,4.2909401221883900,Instagram,4,Education,40.00067942368410,1,5.533645362247540,Medium,42.93847096331150
19,Male,India,2.1986391500559400,TikTok,2,Entertainment,14.23537796115350,0,8.543637695493670,Low,2.2953477683996200
13,Female,India,0.9762619855160780,YouTube,3,News,24.20092451231710,1,9.969605661511930,Low,54.60651475746280
19,Female,India,3.3900121174946000,Twitter,4,News,36.32002573025130,0,7.397648609086930,Medium,39.417303071237400
17,Male,India,2.112173479403980,Instagram,1,Education,33.37447529944200,0,7.548588928649300,Low,30.088893029826200
15,Female,India,3.4601651563922500,YouTube,4,Socializing,22.7951100265233,0,10.0,Medium,13.627935510011500
25,Male,India,3.5482491953902800,Instagram,1,Socializing,24.310284948217000,1,6.778930448780150,Medium,54.01604068964520
15,Female,USA,4.640846704697950,TikTok,2,Socializing,30.44613868863870,0,5.480438745653510,Medium,31.186595747716400
16,Female,USA,4.617502004845520,YouTube,2,Education,47.20437414444530,1,6.197508845670370,Medium,40.8195203287897
25,Female,UK,4.076717907395390,YouTube,2,Entertainment,25.962197563247200,1,7.543073570706020,Medium,69.87238341398230
24,Female,Canada,3.902709073398090,TikTok,5,News,25.794287688154600,0,6.285502492959250,Medium,44.11732021905580
14,Female,India,3.3618775961157000,Snapchat,5,Entertainment,23.01224827149470,1,7.365228393303960,Medium,44.867780502665700
14,Male,USA,2.347312549876280,Instagram,5,Socializing,26.67200132003990,1,7.284145704747890,Low,29.819401444457700
13,Female,Germany,5.330801778815370,TikTok,3,Entertainment,21.937385927754600,1,6.294880676121430,High,30.90399808550650
27,Male,USA,0.5,YouTube,4,Entertainment,38.98818949306830,1,7.761753053335260,Low,25.00764384644090
17,Female,UK,5.5791922689180300,Instagram,5,Entertainment,32.269046682820600,1,4.75869782112389,High,50.90745129973560
16,Female,Brazil,1.9747333674504900,Instagram,5,Entertainment,20.353474768923100,1,8.043015201589220,Low,37.913111650036600
23,Female,India,3.5588843066816300,YouTube,5,Entertainment,29.59640622373460,1,7.341600485175930,Medium,35.45312675015990
22,Male,India,4.0776058766354800,YouTube,5,Socializing,26.392515661939900,1,7.078560573347590,Medium,50.35076586131930
27,Other,USA,4.661556054237420,YouTube,4,News,14.879993603519000,0,8.202497449320310,Medium,55.55886165965980
14,Female,India,6.053911931783580,Twitter,1,Entertainment,25.175353597900600,0,5.448084794738740,High,65.74566098367540
15,Male,India,5.397573328417360,TikTok,2,Education,29.25135540553600,0,6.484185400612320,High,0.0
19,Female,UK,2.9347605921926000,TikTok,5,Entertainment,13.642668539004200,0,7.336200047858310,Medium,35.50878259311070
19,Male,India,1.6451571334962100,TikTok,1,Education,12.865096855677700,1,8.684068566127510,Low,27.23861174570150
24,Female,USA,4.105272730871240,YouTube,5,Education,13.408295071518900,1,8.396921574745860,Medium,17.96628882903060
16,Male,Brazil,3.6216180202501900,YouTube,5,Socializing,31.54471977876630,1,8.453348301226950,Medium,62.2476058807833
17,Male,USA,2.850868967240210,Instagram,1,Entertainment,27.10109490782210,1,6.130024414512700,Medium,87.30638421645500
17,Male,Germany,4.087000769979140,Instagram,5,Education,22.43922193800090,0,7.2179441671102900,Medium,58.656735049727800
18,Female,India,3.680684749008820,TikTok,1,Entertainment,44.65297652481570,0,7.38447050337671,Medium,34.41879968960500
26,Female,India,4.7675670129831200,TikTok,5,Entertainment,31.309090676402300,1,5.07654024895463,Medium,58.935306308066100
21,Male,Germany,3.222004447736680,TikTok,4,Education,40.88820242135710,0,8.082990415982520,Medium,59.02914244622510
14,Male,Germany,4.040829024440230,TikTok,3,Entertainment,41.56224936742080,1,8.033483133681350,Medium,13.726637165861900
17,Female,Brazil,5.721527845381960,Instagram,2,Education,18.352304524107900,1,4.377281835818530,High,53.386364440300000
24,Female,USA,3.700526305246590,YouTube,2,Socializing,26.04240799139370,0,5.91521767120029,Medium,25.459043435232800
15,Male,USA,1.1234634706084100,Instagram,2,Entertainment,13.764070643579000,0,10.0,Low,29.43821552303220
16,Female,Canada,3.6261871378506300,YouTube,5,Socializing,36.53858296970410,0,7.664177651703740,Medium,44.511343192736800
22,Female,UK,4.9153790749611100,Instagram,5,Socializing,23.22391862228130,1,6.121088483087730,Medium,26.899600513391900
18,Male,Australia,5.1029755392002700,Instagram,3,News,20.76950280096390,1,6.724432424716500,High,37.19440279929050
24,Male,India,2.148355276527110,Twitter,1,Socializing,18.229279631510700,0,9.923316945496650,Low,37.448539874932100
20,Female,India,4.217676173296430,Snapchat,3,Entertainment,35.655345232237200,1,6.8848105289460700,Medium,70.28109051732660
13,Female,UK,1.1841872466961800,YouTube,2,Socializing,12.131283876001300,0,10.0,Low,50.03684113295720
22,Male,India,4.1636814957433600,TikTok,3,Socializing,34.75034364162280,0,4.770627004588130,Medium,45.60760931459580
26,Female,India,1.679818974000870,Snapchat,3,Entertainment,34.515955200668900,0,9.427090962081530,Low,46.99045607328760
20,Female,Brazil,3.4414056675534300,YouTube,1,Entertainment,23.994200959291700,0,7.385388476561660,Medium,45.98326094304530
23,Male,Australia,4.743209703979500,TikTok,4,Socializing,26.765447808348200,1,6.992233035266510,Medium,48.21283508316240
26,Male,India,3.900347415350820,Instagram,4,Socializing,13.333032935557600,1,6.315751884889950,Medium,62.03690482824770
19,Male,USA,3.7243210394335400,YouTube,2,Entertainment,13.526212739041900,1,7.790683123347400,Medium,56.72364212681440
13,Male,UK,6.565025836417440,YouTube,2,Socializing,39.53252966276330,1,2.959404429496920,High,41.47564732471920
14,Female,India,5.188303978380930,Instagram,2,Entertainment,24.288407753807900,1,6.532479040058740,High,35.34220470338610
15,Male,India,4.059531043360240,Instagram,5,Entertainment,29.701132610961500,1,6.043682838869310,Medium,48.43493154459930
13,Other,UK,2.7606412046322000,Twitter,1,Education,30.92866572706740,1,8.935805441832120,Medium,3.9321476095800100
26,Female,USA,3.8998865978579400,Snapchat,3,Entertainment,26.649343087536,1,7.109934551704880,Medium,20.072777501851400
21,Male,USA,4.015326202231010,YouTube,2,Socializing,34.10239539531070,0,6.729626900919040,Medium,20.74141419549960
20,Male,India,3.826679912525380,Snapchat,3,Entertainment,37.10458974508210,0,5.0760693469142300,Medium,49.74279483031020
14,Female,USA,3.765192530948200,YouTube,4,Education,7.843167909814750,1,6.981102970836710,Medium,55.50953435065920
25,Female,India,3.1806142606117600,Twitter,3,Entertainment,31.894718322088,1,6.731309782774920,Medium,16.88522026363560
21,Male,Canada,2.74590227921646,YouTube,1,News,21.34801091525200,1,8.367930654257590,Medium,44.138354036783200
19,Female,India,4.541526733910910,Instagram,2,Socializing,21.105619601618000,0,6.585917806223970,Medium,25.406379625969300
21,Female,Australia,4.8307451542406000,YouTube,4,Entertainment,16.180874762627300,1,5.7391562580386400,Medium,73.96273410398070
18,Male,India,4.063871629775220,Instagram,1,Entertainment,30.64101932808070,1,4.224294076416800,Medium,49.659552025157800
18,Female,Brazil,2.5551081234858300,YouTube,2,Entertainment,8.407532060021360,1,9.154708279766440,Medium,43.05885211667160
23,Male,Germany,3.737126592829670,Instagram,5,Entertainment,16.057183969171200,1,5.583889397647430,Medium,48.274269873146300
26,Male,Germany,2.180528450100830,YouTube,2,Education,21.291124797999100,1,8.40007312335402,Low,53.01583219699190
16,Male,Brazil,3.637977364005490,Instagram,5,Entertainment,28.557142051946200,1,9.716361855657520,Medium,44.241990201586700
22,Male,USA,2.5897251326077600,YouTube,1,Entertainment,25.883852168397700,1,7.160800124256940,Medium,27.914859850400800
22,Female,UK,4.333440348308240,TikTok,4,Entertainment,19.987775851368400,1,6.404059928527230,Medium,66.19838055106170
25,Male,India,5.038975131319910,Instagram,2,Entertainment,15.663153769843500,0,7.543317390264440,High,68.43906750673400
25,Female,India,1.3272904904953300,YouTube,5,Entertainment,12.921326756793600,1,10.0,Low,66.10538831964570
14,Female,Canada,2.4456201138372000,Instagram,3,Education,29.3533217752492,1,8.362564680126260,Low,18.121388476111100
19,Female,Germany,4.1006018760867000,Twitter,2,Education,14.952103216085100,1,7.5837135056412600,Medium,12.51373709052370
17,Female,India,4.785798071801640,TikTok,1,Entertainment,25.17676066303070,0,7.570173247360250,Medium,39.56632015359570
23,Female,Brazil,3.7492858930154400,Instagram,5,Content Creation,19.664135349912200,1,5.307742739130910,Medium,29.83838607677020
18,Male,Germany,0.5373108886764410,YouTube,1,Entertainment,46.00598850588180,1,9.665550336082870,Low,8.460414466656200
14,Male,India,3.4485939843907500,Twitter,4,Entertainment,30.919716206979500,1,6.192556484319030,Medium,56.11807873508810
17,Male,Brazil,3.4995935694888200,Snapchat,3,News,38.67632517285060,1,6.835859344892930,Medium,21.555606786091000
22,Female,India,5.867159622515270,TikTok,2,Entertainment,16.113399244836000,0,4.356509059001790,High,47.482279023048900
16,Male,UK,1.4765286559349700,Instagram,2,Entertainment,27.079740304031300,0,9.38792080845602,Low,24.30483339701890
21,Male,USA,0.5,YouTube,2,Education,10.94356018363320,0,9.800789768659870,Low,49.93371783734410
18,Male,Australia,3.1752271682249700,YouTube,3,Education,28.810609154168700,0,8.342583491414700,Medium,44.303675380711300
14,Female,India,2.6588865756650100,YouTube,1,Socializing,23.201194205232500,0,9.31767253854082,Medium,36.381526308180600
13,Male,Germany,2.0501846914036000,YouTube,5,News,45.69961064074960,1,9.544834235513240,Low,7.279194174339280
17,Male,India,3.3417534257118300,Instagram,1,Entertainment,33.408534556861400,1,6.975533291563460,Medium,23.729984441152400
21,Male,USA,3.268329656478010,Snapchat,2,Socializing,30.308158581893100,1,6.1760671971287200,Medium,21.680106389331200
18,Female,USA,2.0848438596383500,Twitter,4,Education,34.779857400694900,1,9.003408046098960,Low,13.98476644283380
22,Male,India,1.7673266062864300,TikTok,2,Socializing,33.644933388101700,1,7.995781353663710,Low,70.31765122366790
24,Female,India,3.7818168491069800,Instagram,4,Education,20.533206609109000,1,7.095751760108090,Medium,25.904527790220800
19,Female,India,4.265853548026290,Instagram,2,Socializing,32.70669510007770,0,8.381315789795050,Medium,25.229475609015900
17,Female,India,4.149709300382750,Twitter,3,Entertainment,19.5092334674088,1,5.940612792652260,Medium,30.72462011986670
22,Female,USA,4.442684565191570,YouTube,1,Content Creation,25.489931407493800,1,6.449520698770230,Medium,34.98467161608370
18,Male,Brazil,3.5888390818167400,Instagram,2,Entertainment,47.4339225547906,1,6.645196804405900,Medium,36.18079242073960
17,Female,UK,4.4043837218201,Instagram,2,Education,35.58499439274840,1,6.520120049876240,Medium,32.888141316217
23,Male,Brazil,0.5,Instagram,4,Socializing,46.89905006603910,0,10.0,Low,63.44618887507420
21,Female,UK,6.63805697064161,Instagram,1,Education,36.542711545574600,0,3.769336617527110,High,30.13822693755160
27,Male,Brazil,1.9212910991055200,TikTok,1,Entertainment,32.941823059002300,1,9.638942194325410,Low,63.64543426323230
18,Male,USA,2.899910537534450,Twitter,3,Socializing,28.031807996346100,1,8.928606787813310,Medium,47.30082798790190
23,Female,USA,2.9603906222874500,Instagram,5,Education,34.095074453213100,1,7.597274008925280,Medium,25.85400161161660
20,Male,Brazil,5.0523607167775500,Instagram,3,Socializing,24.52354799971310,1,7.334765381244290,High,56.3003431105566
14,Male,Brazil,5.143435265014870,TikTok,2,Education,37.99648485821650,1,5.935862534670830,High,70.98548762651420
24,Female,USA,6.266625054520050,TikTok,5,Socializing,17.798256819862100,0,5.001870642614210,High,16.899609218757400
25,Male,India,3.3486197471844100,YouTube,4,Socializing,14.164752060534100,1,7.615302279042270,Medium,40.743778970400000
21,Male,India,4.12920795038912,Snapchat,4,Entertainment,35.13346749442700,0,7.850204302360640,Medium,41.56963264517490
17,Female,India,4.6925662424745000,TikTok,4,Socializing,24.927704160561200,1,4.716444194588800,Medium,66.69120340136600
19,Female,India,2.293920181684530,Snapchat,3,News,31.686444834955800,1,7.242907729656890,Low,55.70544920599590
22,Female,UK,4.393954027589840,Instagram,4,Socializing,17.4279313007615,0,6.624896787766650,Medium,49.06766348473250
25,Female,India,3.951194394236570,YouTube,4,Education,28.967656065044100,1,6.7967422717109300,Medium,58.202438618763800
13,Male,India,3.645559750350740,Instagram,3,Entertainment,28.260421310448900,0,8.670502033877530,Medium,36.69977032670770
22,Female,Germany,6.959117918550960,Twitter,5,Education,33.4042429226196,1,5.838028396914070,High,86.58439277081650
17,Male,Germany,3.8734781521104600,Instagram,3,Entertainment,33.29635537992490,1,6.999660253472940,Medium,53.0212352835354
24,Female,UK,3.3450177530476800,YouTube,3,Socializing,21.465453078059000,1,5.711885587157260,Medium,67.3626272603542
26,Female,Canada,2.4639652990032000,Twitter,2,Education,26.277048391812500,1,7.991011909902960,Low,34.85630009436020
22,Female,India,2.944685913422410,Instagram,1,News,5.787568977934670,1,9.254069286786010,Medium,49.40543506456190
26,Female,Canada,2.249288886419970,TikTok,4,Entertainment,23.440790654508700,1,7.630359452934730,Low,65.72188201076780
14,Male,India,6.536067524901560,Instagram,1,Education,40.1439892650303,1,6.18800570771139,High,35.60155211490370
24,Other,Germany,1.9258216639146900,YouTube,4,Socializing,25.900036306113800,0,8.364547610918030,Low,14.7099101406831
18,Female,Brazil,1.6036577122809000,YouTube,2,Entertainment,10.872956247196800,0,8.049044806548510,Low,17.89473719833650
23,Male,USA,3.3361113204384100,YouTube,2,Entertainment,23.443355534146500,0,9.12754640710514,Medium,58.13230032462630
13,Male,USA,3.3754615410742100,TikTok,5,Education,12.199032436133200,0,5.756776779433560,Medium,46.90327841578050
15,Male,India,4.7174064177541500,YouTube,2,Entertainment,28.951652219984200,1,5.982895731571620,Medium,40.47063365365580
17,Female,USA,2.090222240484380,Twitter,1,Socializing,34.53543036293840,1,8.660826343319050,Low,39.95573594909850
16,Male,UK,4.5791649761194100,TikTok,1,Entertainment,15.524505963604300,0,7.14753742256543,Medium,23.467959464953300
15,Male,India,5.848881702003550,YouTube,5,Education,25.51283382455340,0,5.052368968792400,High,25.04365834824520
22,Female,USA,2.949713244434760,Twitter,3,News,13.122343323114000,0,8.085396842252510,Medium,30.547526497977100
25,Female,India,1.6085875625603000,Twitter,4,Entertainment,20.913168070524800,0,7.714351696631430,Low,21.45371795632580
17,Female,Canada,2.5369465592786100,YouTube,2,Socializing,15.43488904939000,0,7.110731809263810,Medium,68.99687428681600
23,Female,Germany,3.4156637424095600,YouTube,5,Socializing,22.163491432823400,1,6.340854821185450,Medium,48.986607882271200
20,Male,India,0.966146685124293,Twitter,2,Content Creation,38.000682930980400,0,10.0,Low,35.58291159490850
23,Male,USA,2.975382224870340,TikTok,4,Entertainment,34.20197035877930,1,6.762578119699610,Medium,67.01822981056420
16,Male,Canada,6.198524064168010,TikTok,2,Education,25.588315146624300,1,6.623947542039340,High,61.083074798081300
13,Female,Brazil,5.08782872915601,Twitter,1,Content Creation,23.66978669600500,1,6.465973566913050,High,25.40543878240140
23,Female,UK,4.406129397047550,TikTok,5,Entertainment,38.60159712656200,1,7.2503189095197800,Medium,34.15913415973800
19,Female,India,4.214426996476780,Instagram,2,Education,19.184010469390200,1,5.576904655562050,Medium,51.27820232410960
20,Male,India,5.103235673912100,Instagram,2,Socializing,23.639013564233400,1,7.380190398320300,High,56.45688304323110
15,Male,UK,3.8226253639934800,YouTube,5,Entertainment,38.91454345985470,1,8.882157911010660,Medium,26.225615059519900
18,Male,USA,2.4799707810111200,Instagram,5,Education,23.517083089044100,1,7.065032682538200,Low,47.841157038217900
14,Female,Germany,2.338393434170110,Instagram,5,Entertainment,22.3071475227983,0,6.761373762212940,Low,49.16245877556440
19,Female,India,5.07670317673809,Twitter,3,News,30.32929523292700,0,6.329233118663240,High,48.55490374144960
27,Male,UK,2.4388247948273700,TikTok,1,Socializing,15.662986425391500,0,7.764258507172810,Low,82.06341992460280
20,Male,Brazil,5.399019049784020,YouTube,2,Entertainment,37.558684495167400,0,5.044138218416990,High,33.913844216515400
18,Male,UK,5.816205842759560,YouTube,4,Entertainment,24.32683372847220,0,4.67149993332802,High,51.291021566880000
18,Other,USA,0.6902967334053630,TikTok,1,Education,35.169847939273400,1,7.781455326532860,Low,44.75590282080080
17,Male,Germany,4.094110990685470,YouTube,1,Education,19.156906137447000,0,6.678714962214390,Medium,26.893755943373900
20,Male,USA,3.1660898607103000,YouTube,3,Entertainment,25.10550422717550,1,7.75395267639658,Medium,40.01415888348450
13,Male,Australia,3.2548318255805400,TikTok,4,Socializing,16.6049468925729,1,9.087172601766610,Medium,65.22760782776170
22,Female,USA,5.891749751149480,Instagram,2,Socializing,34.68249119335810,1,7.966186152974830,High,61.780429426209400
16,Female,India,3.7568749950912800,Snapchat,4,Socializing,43.33285619932550,0,7.491092366364430,Medium,47.969466522897200
27,Male,India,3.1059321816731400,YouTube,1,Socializing,25.84518962485940,0,7.650633324210070,Medium,54.04665975585210
16,Female,Germany,4.1892985686453900,Instagram,4,Entertainment,24.637518797733600,1,8.682374476246250,Medium,49.32418812276460
15,Other,India,1.2207095487126400,Instagram,2,Socializing,13.138379412744500,1,6.891372638869620,Low,44.93111321860980
15,Male,Canada,2.8626481171586000,Instagram,4,Education,33.15394599181050,1,7.37551506489482,Medium,38.027406739381200
16,Female,India,1.4923804301399800,Instagram,3,Socializing,13.12392409474430,0,9.966116388720120,Low,23.435642804306400
23,Male,India,4.0776107788415,TikTok,1,Education,25.183171698216700,1,5.953765574420880,Medium,84.90597978316650
13,Female,Canada,1.3029699677065300,Twitter,3,Entertainment,12.338629793602200,0,7.774303542173900,Low,75.0931560145128
26,Female,UK,1.6909676377943700,TikTok,5,Entertainment,27.026812715318800,1,9.280517498484340,Low,32.541369885179900
23,Male,UK,2.3052969443871500,Instagram,5,Education,5.0,0,8.456824995120160,Low,24.330879464827400
25,Male,Brazil,3.3724250489042900,TikTok,4,Entertainment,33.54936660348010,0,6.280821916325500,Medium,5.963422069837650
23,Female,Brazil,3.954410398712050,TikTok,1,Content Creation,34.653950425678300,1,7.380721969170260,Medium,99.08916218188160
14,Female,India,2.3041720577315800,Twitter,5,Socializing,19.49565279749710,1,9.456918147610270,Low,42.978741453102000
21,Female,India,2.941287050678690,Twitter,4,Socializing,32.85561919379620,0,6.915842387427570,Medium,34.6950225392926
22,Female,Brazil,2.4858003057164,Twitter,5,News,13.492335617622600,1,8.858531483367290,Low,41.0849656117228
14,Female,India,0.5,TikTok,2,Entertainment,23.08734413808610,1,9.848534066713390,Low,16.392252740056300
17,Male,USA,1.5006897497967500,Instagram,2,Entertainment,22.482891538921100,1,8.848951011130850,Low,42.80370572230220
21,Female,India,2.4944019591217800,YouTube,3,Entertainment,20.532285062440000,1,6.894301763528100,Low,73.381722198418
21,Female,USA,2.943755440632420,TikTok,1,Socializing,20.147585878740700,1,8.469164753921480,Medium,25.546212941929400
20,Female,Germany,5.089055548587540,Instagram,3,Socializing,53.81981896405230,1,5.533252137539260,High,17.455245229512600
13,Male,Canada,4.173121941343880,YouTube,5,Content Creation,10.127031720274100,0,5.431643001385970,Medium,23.61815639472200
13,Male,USA,0.6337382622836690,Instagram,4,Entertainment,25.336970752401500,1,9.436825367817890,Low,52.60808826995350
21,Male,India,4.236802176491310,Instagram,1,Socializing,12.213922736342800,0,7.2257752303113200,Medium,64.96303959007820
25,Male,Brazil,2.9389761997250700,Twitter,3,Education,5.0,1,6.914265260830930,Medium,12.683366847555900
23,Female,Canada,4.829980688724250,YouTube,4,Entertainment,13.753085543436900,1,7.588010301782970,Medium,36.594295628649700
20,Female,USA,1.8167385613128400,Snapchat,3,Socializing,31.731891270601700,1,7.747865207026610,Low,55.852151962693700
22,Female,India,2.6752118886271700,Instagram,4,Entertainment,32.53807833237490,1,9.211686641582220,Medium,26.040061774026700
21,Male,USA,1.607740659593420,YouTube,1,Entertainment,21.99537024905980,1,7.91933935740382,Low,63.98900083845270
19,Female,Germany,4.1301733616910700,Instagram,2,Entertainment,21.291114274625700,1,6.284007708081860,Medium,7.0953072119111700
15,Female,India,3.7043579289100900,TikTok,1,Entertainment,26.594346417616700,1,6.653520650288870,Medium,25.59158460091750
15,Other,USA,1.8697240759509100,Instagram,4,Education,23.188332292191100,1,7.136529131048810,Low,18.102840903521300
14,Male,USA,1.940030519018740,Instagram,3,Education,12.179940982522700,0,8.050644150273870,Low,65.71931177795490
17,Female,UK,2.1569175131649000,Twitter,3,News,23.94624661168990,0,8.079811524238820,Low,43.13249559298530
24,Male,India,2.3945869531171600,Instagram,3,Entertainment,33.84314208028180,1,7.551282319058150,Low,21.188057439054400
24,Male,India,5.190546550806000,YouTube,2,Content Creation,20.8612224061534,1,6.153179518778010,High,25.016915779769200
15,Male,Germany,5.780994960376270,Instagram,4,Education,20.680902741890900,1,5.026386788464590,High,14.650185659871400
26,Female,Canada,3.706497844272800,Instagram,4,Socializing,16.782685691514500,1,7.669335703742210,Medium,70.65747311279610
18,Male,India,6.531254553602160,Instagram,2,Education,42.14786909022250,1,6.429329045938420,High,63.57367818361180
14,Male,India,6.132876075018930,TikTok,2,News,33.77089428146860,1,4.868374035388360,High,16.245332192825800
24,Male,India,4.389289137056370,Instagram,4,Socializing,27.223689282979300,1,7.466551221751920,Medium,33.017501851990000
15,Male,India,4.860575490050760,YouTube,2,Entertainment,30.286227109051300,1,8.804874788676730,Medium,17.509615947096800
17,Female,India,3.803554655485410,YouTube,3,Socializing,17.123450261169800,1,7.969615942879100,Medium,2.8750623234430500
24,Female,Brazil,2.5253424128044000,TikTok,3,News,41.778500460819900,0,7.56365563647805,Medium,52.583840174552600
23,Female,India,5.026023259993300,Instagram,2,News,27.976140505108800,1,4.645432967199290,High,28.819219496671100
23,Female,India,1.4313995351837800,Instagram,5,Education,5.0,1,8.127713900851510,Low,37.82583418503700
13,Male,USA,2.165442059695130,Instagram,4,Entertainment,15.200621611104500,0,6.298748702355610,Low,35.73388529491070
25,Female,India,2.421693451460750,YouTube,3,Entertainment,18.987677369498200,1,8.978393749372640,Low,49.76101911852220
13,Male,Germany,2.3518185834209000,Instagram,3,Socializing,32.782876105887000,1,8.261590976981760,Low,48.06370601397700
22,Female,India,3.3876982082614500,TikTok,3,Entertainment,41.95363719573730,1,6.892028539604880,Medium,16.202527881586000
21,Male,Canada,5.544840972765030,TikTok,2,Entertainment,29.46398350125540,1,5.4373340595016100,High,62.60680166620510
19,Female,Brazil,2.580715252704510,Instagram,4,Socializing,9.70936931504594,1,7.111947108120900,Medium,49.391845669638700
13,Male,India,5.478647087023910,TikTok,3,Socializing,46.19336633350830,0,5.818385351819510,High,41.58368337237270
27,Female,India,2.309651225881990,Twitter,2,Entertainment,13.379774304794300,0,8.018946547139000,Low,51.992727908934800
24,Female,USA,5.415412765454800,Instagram,4,Entertainment,13.314361658392100,1,3.988194260487660,High,57.731860974583100
26,Male,USA,3.260187164372650,TikTok,5,Entertainment,30.870316402928300,0,7.6908333971586200,Medium,30.191530115324600
20,Female,Canada,4.105313850115760,Instagram,5,Entertainment,37.14411428683500,1,6.891299785897570,Medium,31.298073445381300
15,Female,UK,3.8755391135982800,Snapchat,4,Education,17.66605803774140,0,6.044974189873680,Medium,37.46725294578050
20,Male,Canada,3.4971219522605400,Instagram,5,Education,6.654337798637900,0,8.375375928057790,Medium,35.766847094802600
27,Male,Canada,4.216057094858910,Instagram,3,Education,26.115977368023500,1,6.851493345658890,Medium,50.574475195732700
17,Female,UK,4.477750981467000,TikTok,1,Entertainment,38.21409986969360,0,6.892195283736010,Medium,30.006293612017000
13,Female,India,3.4563564685002300,TikTok,3,Entertainment,40.258379442480300,1,7.595679438850430,Medium,15.712304412265300
19,Male,Canada,2.5728904733784700,Instagram,1,News,20.893110743039200,1,8.911935257228020,Medium,70.34250339616210
17,Male,Germany,3.437695990868470,YouTube,5,Entertainment,28.661106768475700,0,5.695573476879950,Medium,27.33359503757580
18,Male,USA,4.547440618761340,TikTok,5,Socializing,28.527169641866500,1,8.228689275467220,Medium,36.98730566508750
18,Female,India,4.449278496752040,Instagram,1,News,16.791970585698100,1,5.942127648695120,Medium,28.995610487569500
20,Female,UK,6.183578511289960,Instagram,2,Socializing,24.068654457885900,0,3.1732681995601000,High,50.85718166343170
21,Female,Brazil,4.283270246941360,Instagram,4,News,32.529136171782800,1,6.530497759960790,Medium,76.63904836843180
14,Male,USA,3.7406319889760300,TikTok,2,Entertainment,5.0,1,7.02005137810582,Medium,63.3895216872992
21,Female,USA,2.2585585957036200,Instagram,1,Entertainment,18.770244928079200,0,7.499823128785240,Low,36.2847203607312
24,Female,India,3.321606490110870,TikTok,4,Education,23.270799559767500,1,6.714030461845890,Medium,38.044961258548900
27,Male,USA,6.329928466448800,TikTok,5,News,18.999612014535700,1,4.2735493655950300,High,65.91555815928470
23,Female,USA,2.907505538283140,TikTok,1,Socializing,21.25562272339330,1,6.60519581349589,Medium,50.062862842604300
22,Female,USA,3.7098330205249900,TikTok,3,News,33.51951063879840,1,7.110972408108990,Medium,89.08822106313750
21,Male,USA,3.639406703407590,YouTube,4,Entertainment,32.30336619409920,1,8.179876843878290,Medium,33.6218297994679
25,Female,India,1.4951905460926500,YouTube,2,Entertainment,16.46433832357750,1,8.793394099923830,Low,44.83396206296980
22,Male,Canada,0.5,Instagram,3,Education,16.89437199767840,1,10.0,Low,34.81101117070050
27,Male,UK,3.1509378222809100,TikTok,1,News,28.2540474489819,1,7.5470395978971000,Medium,30.50734505255470
22,Male,Canada,2.9660604579112800,Instagram,5,Education,23.562639376952300,1,7.247329887727600,Medium,62.10992521093360
19,Female,India,4.514232272169900,TikTok,2,Entertainment,21.886022314285600,1,6.4140471102548300,Medium,39.344884323847300
13,Female,India,3.999414870990640,Instagram,2,News,34.70400532443540,0,7.5522429300354,Medium,27.05747211571610
19,Male,UK,3.149109563779850,Twitter,5,Education,18.669733930295500,0,7.315171498651180,Medium,36.78959233851920
22,Female,Germany,3.344218067241180,Instagram,2,Socializing,5.0,1,8.946482693241270,Medium,53.20379078204220
17,Male,India,6.363912907909370,Instagram,3,Entertainment,25.486396380451800,1,4.204954095620200,High,36.12832210533760
18,Male,India,5.827995484534890,Instagram,4,Socializing,41.19724098987270,1,5.281064687433830,High,31.310478028314700
22,Female,Germany,5.174863387069900,Instagram,1,Socializing,24.929457632321700,0,5.233180900763420,High,58.72135943533390
19,Female,USA,4.67884830780018,Instagram,2,Education,43.42404889731640,1,4.430802494016590,Medium,39.97838316980520
26,Female,India,2.7015816153587700,Snapchat,2,Socializing,22.249306307355300,0,8.028329977470950,Medium,56.269210875322900
